"","GEOID","transportType","X29.Mar","E","pop","SIR","RR","LL","UL"
"25","18017","lowRisk",0,11.5814857791282,36218.6821241826,0,0.365212645332164,0.110018895370893,0.880897519716656
"74","18115","nextAirport",1,2.10823060886888,6593.051679492,0.474331411275983,0.581105594030858,0.204210385345677,1.26289370614089
"76","18119","lowRisk",9,6.68920211405042,20919.0849648861,1.34545194577031,1.05633360318092,0.536997685672826,1.78132456032259
"77","18121","lowRisk",0,5.4514779866105,17048.3608122072,0,0.507228494748049,0.162612548098963,1.2638695497583
"83","18133","mainRoad",5,12.4507858365982,38937.2368115941,0.401581078143908,0.447880684603966,0.2184627757102,0.778093818669352
"95","18157","mainRoad",11,62.1328242619506,194307.453666855,0.177040077135787,0.212296501173412,0.125665796913848,0.323316019740814
"72","18111","mainRoad",1,4.4087415363667,13787.4199665395,0.226822096907072,0.350386741928327,0.125458573488559,0.747278843658651
"88","18143","mainRoad",1,7.82634537397888,24475.2634247543,0.127773558693795,0.375261049187135,0.157887945616208,0.720212022881588
"102","18171","lowRisk",2,2.64294687747647,8265.26532536373,0.756731062982859,0.577554227349982,0.212006303404405,1.21802106757336
"105","18177","mainRoad",1,20.776850535911,64975.2682387233,0.0481304901467903,0.186166670950528,0.0835823546966626,0.342071627388435
"516","54011","nextAirport",1,30.1702639305038,94351.2101764083,0.033145218825512,0.13400559377615,0.0606407864744197,0.244854591805608
"232","24025","mainRoad",23,85.0623251863594,266014.687184679,0.270389975228285,0.284431500524167,0.186907884799198,0.401806584723575
"241","26015","nextAirport",1,18.7219809342677,58549.0919839726,0.0534131512851643,0.172997106525718,0.0760040503162018,0.323647145096076
"313","26159","nextAirport",4,23.3668739272499,73075.0263953283,0.171182504448543,0.213413599570294,0.100089182163994,0.379731400218651
"316","26165","nextAirport",1,10.8905890860137,34058.0467630737,0.0918223974940215,0.217087313892447,0.0900210210515834,0.423317862535523
"461","42073","mainRoad",8,27.6216541778521,86380.9645403747,0.289627838669222,0.333544687983727,0.180965960219196,0.538586812082135
"466","42083","lowRisk",1,12.7993009077289,40027.1450338636,0.0781292671536576,0.237233455000543,0.101200823952287,0.451607266374191
"416","39159","nextAirport",3,21.4489894605611,67077.242589809,0.139866729176971,0.210924496605399,0.0999906814450838,0.374799976906261
"389","39105","lowRisk",0,7.49216164782639,23430.1734959297,0,0.333917770056921,0.109109768198187,0.827918851602093
"245","26023","nextAirport",0,14.0386431850438,43902.9296129048,0,0.287468482217784,0.0892826216262144,0.685379149363937
"318","29133","mainRoad",0,4.74415714667032,14836.3623562085,0,0.287795158046463,0.0824700167711886,0.764952026621037
"146","21075","lowRisk",0,2.01127327776052,6289.83784130282,0,0.426351436331372,0.0990873690130498,1.22740875679542
"150","21083","lowRisk",0,11.6070984836232,36298.7805174403,0,0.425247056033401,0.109627023702015,1.08918402063524
"247","26027","nextAirport",2,17.5220541902691,54796.5712675452,0.114141868201201,0.206970148407738,0.0925885918425469,0.382008629803071
"252","26037","airport",14,28.2067770697689,88210.8143912554,0.496334620767601,0.50943797426082,0.305761478125861,0.768178667241432
"259","26051","lowRisk",3,7.91964933813981,24767.0521195141,0.37880465054841,0.379473958478563,0.165316416499515,0.715188958494883
"535","54049","mainRoad",5,17.5301236994272,54821.8069750071,0.285223315347362,0.323841743420771,0.152818949161234,0.571625641828721
"547","54073","lowRisk",1,2.38577003971567,7460.99838464463,0.419151881092102,0.405643862248891,0.135659204751904,0.911475778646275
"485","42121","mainRoad",1,16.3544207840155,51145.0412320041,0.0611455467122005,0.185437056339087,0.0798879552142118,0.351255722049276
"386","39099","mainRoad",84,68.7716232899139,215068.913488656,1.22143401568245,1.14740665515947,0.91358161577495,1.4057445155203
"388","39103","nextAirport",45,60.6620654578885,189707.962148964,0.741814504012213,0.709935030992351,0.521496433037483,0.926037536727554
"131","21045","lowRisk",0,5.10460781857872,15963.59668143,0,0.39448069550354,0.134018697717266,0.955986013061328
"165","21113","nextAirport",3,19.1749534614406,59965.6691214442,0.156454095496647,0.237403380891854,0.108634627481412,0.429245079461325
"179","21141","lowRisk",3,8.34594707653805,26100.2094165795,0.35945590985516,0.485833340609099,0.214531064029817,0.898724170689939
"264","26061","lowRisk",0,11.4597370209936,35837.9382667893,0,0.54611983404641,0.135524256079111,1.41420139075599
"431","42013","mainRoad",3,39.0232499305114,122037.078112452,0.0768772463939341,0.133895104885133,0.0633707683872916,0.236734950041531
"483","42117","nextAirport",1,13.1397534649842,41091.8394249596,0.0761049286552352,0.234563037869087,0.0994172442203863,0.447668876790301
"266","26065","nextAirport",43,85.3401705265946,266883.590557665,0.50386587857356,0.497696809354003,0.364817932797349,0.650232393472943
"209","21201","lowRisk",0,0.722957039938075,2260.89741146564,0,0.634885396954918,0.207082714489398,1.49763514911832
"430","42011","nextAirport",68,140.741792947023,440140.613868582,0.483154282577573,0.49262625638914,0.38634519550792,0.610926840606834
"434","42019","nextAirport",47,59.8539568064839,187180.770826088,0.78524466063217,0.728398024834548,0.537052500309248,0.947559882405681
"477","42105","lowRisk",2,5.28281766360688,16520.9108163838,0.378585847052401,0.400048007039799,0.164798887458342,0.786178981548835
"482","42115","mainRoad",1,13.7276137072185,42930.2497682422,0.0728458726569616,0.280739512196293,0.126414140808779,0.515259409856163
"242","26017","nextAirport",5,32.4676979660724,101535.956125455,0.153999215011327,0.212571075831444,0.107374490232375,0.359839459377161
"349","39025","mainRoad",8,67.9693018004286,212559.820308104,0.117700193882962,0.164221202171338,0.0939097204962904,0.25617182008466
"363","39053","lowRisk",1,9.44380264927398,29533.5238259314,0.10588954864245,0.248614068213223,0.101151915788573,0.489838858659658
"370","39067","lowRisk",0,4.86715118948715,15221.0005818133,0,0.405147305918209,0.131424385185241,1.01425806147987
"129","21041","mainRoad",3,3.61630462687598,11309.2387490624,0.829576130756332,0.53756191152652,0.211297460199535,1.08551878202592
"404","39135","nextAirport",0,13.2273840126362,41365.8856924511,0,0.33726781268279,0.0989434305398187,0.819895290085746
"396","39119","mainRoad",2,27.2175474504371,85117.2050035053,0.073482006548973,0.162170488699639,0.0745409641290776,0.292972429664614
"400","39127","lowRisk",0,11.863395037946,37100.2945552394,0,0.361302466801436,0.110558761005742,0.864843176218721
"418","39163","lowRisk",0,4.37042367188,13667.5888343352,0,0.313414087820112,0.106976633004353,0.742261496817976
"341","39009","lowRisk",3,20.8230428080079,65119.7249389756,0.144071163261802,0.233138704846071,0.110405355165126,0.41352242662687
"212","21207","lowRisk",0,5.8822273571695,18395.4396607246,0,0.388116589932914,0.122052967931825,0.996658292708972
"422","39171","mainRoad",0,11.3285921352324,35427.8099792637,0,0.287740447336632,0.089289970626652,0.710198432880223
"119","21021","lowRisk",3,9.06320711899701,28343.290656209,0.331008655171504,0.387991159591366,0.168464400835597,0.728324965885492
"336","36107","nextAirport",4,15.6107098364086,48819.2403013334,0.256234344364717,0.335613724777788,0.155929695481522,0.598867031813601
"177","21137","lowRisk",0,8.16077608890796,25521.1257594824,0,0.398414599583089,0.116283934247679,1.03411863439406
"410","39147","lowRisk",1,17.6707948930201,55261.7268041149,0.0565905498905992,0.197535449539358,0.0874100767898386,0.367177596959474
"413","39153","airport",99,168.503999398111,526961.126339443,0.587523146949768,0.594059105323547,0.485196881786329,0.713021741721138
"325","34037","nextAirport",93,47.8792359805125,149732.328079364,1.94238688432397,1.94203293063396,1.5729655785362,2.3466073175735
"402","39131","lowRisk",1,9.24384257841906,28908.1903944579,0.108180120065505,0.264060739160145,0.104475178613086,0.52633096943785
"109","21001","lowRisk",0,6.24651343076139,19534.6684050597,0,0.434866940348329,0.133935684799849,1.12275978804966
"147","21077","nextAirport",0,2.91828511972443,9126.32827210426,0,0.393820639361492,0.131268176009294,0.937284114735114
"299","26131","lowRisk",0,1.73232727905148,5417.4923884195,0,0.498618303211957,0.139053430101095,1.29798873092623
"194","21171","lowRisk",0,3.18910722678735,9973.26794763282,0,0.48439858603533,0.146904985542907,1.25039220734291
"271","26075","mainRoad",24,50.1184027560769,156734.85532102,0.478866018871481,0.483352944467626,0.323574005499605,0.675277218518642
"273","26079","nextAirport",4,5.45389442360698,17055.9177151053,0.733420871274323,0.482408194353479,0.204423858738011,0.926639468650636
"281","26095","lowRisk",0,1.94994565314786,6098.04848166123,0,0.544782191895255,0.141847655090938,1.48670914180149
"300","26133","lowRisk",2,7.31882062924362,22888.0856005712,0.273268071635565,0.312299207164266,0.130380118004276,0.607706614174698
"305","26143","mainRoad",1,7.21292367287929,22556.9149482366,0.138640036322582,0.259986838713245,0.105002847627008,0.518145873489417
"340","39007","mainRoad",6,30.7325983262248,96109.7937566618,0.195232434833864,0.246671150851536,0.127688579139316,0.410989944177203
"373","39073","lowRisk",0,9.48609982760613,29665.7994325312,0,0.347976273499207,0.108080924579951,0.860261951726763
"375","39077","lowRisk",3,18.6961814652062,58468.4095234722,0.160460573491065,0.256881611829974,0.122609080393548,0.453917724199148
"518","54015","nextAirport",0,2.63689555510195,8246.34107629123,0,0.291150010201633,0.0938945647112715,0.695958991883499
"293","26119","lowRisk",0,2.87852923169366,9002.00002108264,0,0.529557816845074,0.171978272533846,1.30669553917041
"160","21103","mainRoad",0,4.89104639031034,15295.7278404236,0,0.33941646369333,0.114972410634694,0.818492978614441
"401","39129","nextAirport",4,18.4366338013593,57656.7283184677,0.216959345349968,0.252656668161649,0.118427346858482,0.451035189301416
"346","39019","lowRisk",4,8.5790954476491,26829.3323376005,0.466249620884694,0.472105700977416,0.211146758761354,0.867942076776768
"115","21013","lowRisk",0,8.52537458306304,26661.3315339916,0,0.383711381894968,0.112483477012509,0.991553866583065
"385","39097","nextAirport",4,14.5256275249616,45425.8716035367,0.275375366270832,0.270880692269715,0.125242550805887,0.490044795614715
"195","21173","mainRoad",3,9.6732704756161,30251.1366105527,0.310132959433136,0.375302859416585,0.165146566959718,0.698473791374146
"412","39151","nextAirport",29,116.763721242328,365154.193854297,0.248364814785358,0.265881351902708,0.18609662194221,0.359678974491352
"378","39083","lowRisk",3,21.1926642380944,66275.6388983671,0.141558416926524,0.245017208362019,0.118919147926934,0.428028076526622
"382","39091","lowRisk",3,14.263576675071,44606.3622060753,0.210325927945072,0.278387654275282,0.123736511567734,0.513578327891439
"208","21199","lowRisk",3,21.8967008874196,68477.3667329459,0.137006940699619,0.250277881348751,0.120759221536559,0.437726886851546
"308","26149","nextAirport",0,18.7387337325708,58601.482867837,0,0.26309326782526,0.0861599004754001,0.601521207510249
"415","39157","mainRoad",5,28.7969131387469,90056.3419081867,0.173629721210375,0.223322591848549,0.111887777669755,0.380604110343154
"310","26153","lowRisk",0,2.44195153336324,7636.69429262134,0,0.517446352121933,0.14425935213722,1.38623334498776
"311","26155","nextAirport",5,21.9434614554849,68623.6006603539,0.227858308049673,0.315262479183082,0.16183557260049,0.529272097682152
"395","39117","mainRoad",0,11.886445696778,37172.3806848526,0,0.24435375613986,0.0742038818975522,0.625727679692803
"408","39143","mainRoad",3,18.6182747480536,58224.7725085244,0.161132008233664,0.208440914072851,0.0922207939863126,0.385632456185606
"419","39165","nextAirport",20,87.7260925063531,274345.064103115,0.227982341725201,0.237351853767919,0.154165425535619,0.338805930787631
"403","39133","nextAirport",27,52.935552250367,165544.903010573,0.510054185744568,0.512541275490992,0.349564525845862,0.706378230240621
"343","39013","mainRoad",8,21.9299470350022,68581.3371279462,0.36479796267776,0.349045254631279,0.183264028882377,0.576998320838707
"390","39107","lowRisk",2,12.6220533074456,39472.8401187288,0.158452824693763,0.266202740104317,0.116683071749168,0.497976386691511
"397","39121","mainRoad",0,4.75617850503105,14873.9566481216,0,0.25440908008702,0.0876795455813973,0.594661007325275
"222","21227","mainRoad",15,43.458241771803,135906.590434659,0.34515892471592,0.358230245841532,0.218299641916979,0.534330454616412
"345","39017","nextAirport",27,126.951070793165,397013.005591099,0.212680364421579,0.233449522427194,0.161854828918351,0.317947390380897
"414","39155","mainRoad",36,61.4805967762851,192267.748189813,0.585550594620875,0.560590204090457,0.39819900084526,0.749926841852636
"46","18059","nextAirport",22,27.2570509081324,85240.7438312828,0.807130605366997,0.785193061493319,0.512522487990493,1.11686498478058
"215","21213","mainRoad",3,5.72645521421293,17908.2947609127,0.523884303251699,0.538928290704674,0.220544064354882,1.04615386304858
"164","21111","airport",126,246.301249474964,770255.805831007,0.511568659390042,0.514306176851043,0.429829747242757,0.605687218567698
"173","21129","lowRisk",0,2.45666624903113,7682.71149796847,0,0.460774328399856,0.155204974010205,1.08790287513963
"464","42079","airport",94,99.6402984796211,311604.259264887,0.943393400404409,0.943383319733483,0.765632959336563,1.13815953509447
"103","18173","nextAirport",8,21.0527556547584,65838.1039738393,0.379997760444809,0.372945108819281,0.197011097867249,0.614109608226835
"448","42047","lowRisk",0,9.03246979177041,28247.1660738023,0,0.312909946616048,0.0988414680658234,0.784901661655333
"296","26125","nextAirport",1170,375.938861640752,1175670.40944192,3.11220817899389,3.09794489973761,2.92255091382444,3.27797392925029
"193","21169","lowRisk",0,3.16802851813259,9907.34868106246,0,0.448577927582036,0.148446024176873,1.0868104613301
"462","42075","nextAirport",19,46.0690133972325,144071.234367537,0.412424721062973,0.4225527593177,0.26872624840581,0.611638701990971
"486","42123","lowRisk",1,12.4585392511634,38961.4839991199,0.0802662318462913,0.223521801608611,0.0971367360977645,0.423158312914792
"484","42119","mainRoad",0,15.0098417549517,46940.1506529156,0,0.234798010545457,0.0727873243427516,0.571968927155505
"234","26001","lowRisk",0,3.11480666444147,9740.90842998757,0,0.425987367840782,0.125866595147444,1.10440211351583
"181","21145","mainRoad",3,20.4037320023358,63808.4178172899,0.14703192531918,0.227707590046773,0.102469712488666,0.414998751829793
"253","26039","mainRoad",1,4.47671375467092,13999.9889076052,0.223378141824819,0.333557222602175,0.132088009308088,0.676812323802317
"256","26045","nextAirport",8,35.6036261394992,111342.917671124,0.224696214050082,0.261402499319735,0.143291657463194,0.419594389860507
"51","18069","nextAirport",1,11.3959808417305,35638.5541088134,0.087750235270503,0.199879800053401,0.080070650366373,0.39710921299307
"53","18073","mainRoad",6,11.4651601843414,35854.898079472,0.523324567954536,0.417805484844893,0.200874201844275,0.735465077429898
"456","42063","nextAirport",2,27.259495493184,85248.3887613546,0.0733689293882963,0.150545506877589,0.0675123359854061,0.276132989505646
"31","18029","nextAirport",10,17.2967810392778,54092.0764555261,0.57814225533016,0.576885174649613,0.320594737011404,0.917158237961331
"82","18131","lowRisk",0,4.26607480620217,13341.2595128577,0,0.382674463862555,0.130695153354053,0.916064336358465
"86","18139","mainRoad",2,5.18327001304241,16209.5962941572,0.385856803710302,0.598198516072348,0.260993623366726,1.12511215564886
"493","47161","lowRisk",0,4.47620991262158,13998.413246643,0,0.445732856774205,0.119343753345166,1.28017708783578
"3","17023","mainRoad",0,4.88946122039084,15290.770551996,0,0.300734457376564,0.0898126242482475,0.782496408879577
"243","26019","nextAirport",0,5.86699776975431,18347.8123013346,0,0.245228673396146,0.0738142665085821,0.633794348929449
"251","26035","lowRisk",1,9.40281256736882,29405.3358908874,0.106351157468603,0.263502671206694,0.111766702810187,0.507134905186675
"457","42065","mainRoad",0,13.7859728530101,43112.7558292757,0,0.222863933111239,0.069337666791071,0.556104545018817
"69","18105","lowRisk",22,49.0339642049939,153343.499849542,0.448668598525415,0.483892970363558,0.321749837432494,0.679159129982509
"75","18117","lowRisk",1,6.34084252156018,19829.6629696485,0.157707748867724,0.397707610237303,0.161177446460935,0.782770470412771
"85","18137","mainRoad",19,9.59342353547862,30001.431952741,1.98052342104294,1.57884754972224,0.964159235285216,2.354144769581
"238","26009","nextAirport",0,7.38485435624003,23094.5923142321,0,0.405462267618452,0.121138501093009,1.04452259477051
"239","26011","mainRoad",0,4.40067140760924,13762.1823214099,0,0.26270788143187,0.0814750060456891,0.654926583558327
"38","18043","nextAirport",14,24.3089585780307,76021.1997232959,0.575919365490735,0.556523995567354,0.326942627059977,0.850550171835234
"216","21215","nextAirport",3,7.66748321003995,23978.4551285654,0.391262676137555,0.364723665977094,0.151776760542136,0.705109445537086
"219","21221","mainRoad",0,5.05639394391169,15812.8178406282,0,0.322365905386376,0.104809014748984,0.798240977182191
"292","26117","nextAirport",3,20.5003696445049,64110.631894974,0.146338824715005,0.205522414618298,0.0962359569513629,0.368475197215407
"294","26121","nextAirport",13,53.8745874145841,168481.539705106,0.241301151876308,0.247162442677803,0.144343752846288,0.379131719836136
"465","42081","mainRoad",3,35.0163658429606,109506.38353292,0.0856742248311612,0.170471811799508,0.0863839835554537,0.289625374590316
"284","26101","nextAirport",1,7.68992121138713,24048.6252996293,0.130040344043995,0.224445675266571,0.0834371251580966,0.468083808652689
"459","42069","nextAirport",56,66.6718494035614,208502.308445673,0.839934702591416,0.826227580177721,0.628537082560761,1.04921662833085
"541","54061","mainRoad",30,35.1615733114386,109960.489615953,0.853204142325468,0.750075202986025,0.508302388554165,1.03830353137966
"428","42007","nextAirport",28,49.1926228778734,153839.671769869,0.569191036418476,0.544963249928804,0.370854899765199,0.752235001487603
"545","54069","mainRoad",7,12.86399037602,40229.4478586912,0.54415463595564,0.461090760344709,0.224456428159143,0.799871654953028
"435","42021","nextAirport",1,42.4080730621281,132622.406747189,0.0235804158923937,0.108723594713634,0.0508620207507933,0.194357201378989
"87","18141","airport",32,82.7374606132858,258744.15794864,0.386765556530285,0.396529609794443,0.279039323882493,0.53406415288187
"91","18149","nextAirport",1,7.14603166132003,22347.7241285511,0.139937807078688,0.26344109509526,0.107558277165485,0.522331906016066
"443","42037","nextAirport",6,22.3291432112437,69829.7399398321,0.268707130552987,0.320166626005759,0.165040214161529,0.53561025986197
"8","17069","lowRisk",0,1.18960843528664,3720.25235721841,0,0.510166628011725,0.160032160680553,1.23268671822625
"12","17151","lowRisk",0,1.39351471794039,4357.92674333812,0,0.491576456293457,0.130403515579019,1.30413443622554
"272","26077","airport",19,81.626834654895,255270.906820679,0.232766590549896,0.262040984651077,0.170957082639656,0.372844843538287
"478","42107","nextAirport",21,45.5493060001196,142445.957838031,0.461038857539231,0.469384421008669,0.307863986865137,0.665730215210628
"270","26073","lowRisk",4,24.3172805301332,76047.224893434,0.164492077765165,0.235133238684012,0.116291107490768,0.405224648360649
"19","18005","mainRoad",10,26.0349512876756,81418.882066605,0.38409904783397,0.476018388474731,0.277482076104839,0.732500987629491
"24","18015","lowRisk",1,6.23538496683708,19499.8664543349,0.160375021801942,0.35420981494954,0.140649529562775,0.707951840638944
"98","18163","airport",17,58.3832797708069,182581.535021774,0.291179256573736,0.33243615461374,0.210500019391506,0.482419185361751
"99","18165","mainRoad",1,4.81558557765466,15059.7398818376,0.207659065314967,0.328132328493119,0.123536878203999,0.682518492368133
"101","18169","lowRisk",1,9.59196663965835,29996.8758148146,0.104253907208712,0.250249095799106,0.103514235437229,0.488381605886628
"538","54055","mainRoad",2,19.1535163058687,59898.6288868738,0.104419468888185,0.171443630556588,0.0733029667886318,0.325185595635947
"280","26093","nextAirport",59,64.9905981002932,203244.545522571,0.90782361948649,0.896265571870903,0.687613463412578,1.13085634418878
"528","54035","nextAirport",8,9.43728420396088,29513.13874726,0.847701502582952,0.530840357072035,0.253854221606715,0.935605179779014
"561","54101","lowRisk",0,2.68581087468697,8399.3135398283,0,0.371422358995122,0.129951927548262,0.85153468991297
"17","18001","nextAirport",1,10.8971822852567,34078.6656190753,0.0917668415396655,0.197684256570727,0.0783334205899952,0.395854989932102
"574","55089","mainRoad",34,28.2689637739022,88405.2903429866,1.20273244792187,1.10558602953013,0.764598282885371,1.50633875711658
"337","39001","lowRisk",0,9.23890370769082,28892.7451059716,0,0.397881234496229,0.119297688160369,0.984545815344193
"500","51045","lowRisk",0,1.64207470920468,5135.24629318508,0,0.37382199170897,0.0973878776242735,0.999217797647158
"421","39169","nextAirport",4,36.673850534797,114689.821333924,0.109069539785704,0.193018904286545,0.0983573177436458,0.325027953183386
"425","42001","lowRisk",8,34.9609578217129,109333.106498611,0.228826682632577,0.299166410749524,0.164931818244256,0.477042024781959
"255","26043","lowRisk",1,7.84816925077595,24543.5130493279,0.127418251065512,0.301716978654864,0.119771479730596,0.601391025507177
"262","26057","nextAirport",3,13.1858220980152,41235.9094698112,0.227517099631699,0.267756265595703,0.121517737828832,0.491087755267755
"267","26067","nextAirport",2,20.5333202284942,64213.6779764593,0.0974026595671842,0.19066276226721,0.0868612615906585,0.347659876416511
"277","26087","nextAirport",4,27.3933796955021,85667.0836902857,0.146020682532166,0.292842424110444,0.15499623144923,0.481287722344118
"279","26091","nextAirport",15,30.9374813705075,96750.5227611288,0.484848776807649,0.506665136588317,0.310758483152615,0.752951058519194
"172","21127","nextAirport",3,4.80021083022791,15011.6585647762,0.624972549353121,0.434349675093933,0.17378285811068,0.86747528311401
"559","54097","lowRisk",1,7.77722852625487,24321.6607239796,0.128580508676598,0.318756706759446,0.126534362832208,0.634384776584437
"429","42009","mainRoad",0,15.4250489455348,48238.6245739825,0,0.206396832608393,0.0644883711654654,0.509870321533057
"56","18079","lowRisk",13,9.15887662705211,28642.4770963002,1.41938804608445,1.30975226621667,0.757589616783989,2.02625004542153
"451","42053","lowRisk",0,3.72543542336931,11650.5225621699,0,0.279735865501084,0.0903530406857962,0.675242767074799
"236","26005","nextAirport",2,36.231304391643,113305.850538651,0.0552008831473734,0.134231813195206,0.06283340329576,0.239331114321788
"63","18093","lowRisk",8,14.3382390892485,44839.8533398807,0.557948570267513,0.572158270657291,0.303718688304279,0.938295267760746
"246","26025","nextAirport",15,41.8323329966102,130821.899729624,0.358574311435499,0.345777692816872,0.209226753779994,0.518896853672196
"94","18155","nextAirport",3,3.74535151949658,11712.8060004562,0.800992906642641,0.636428153637905,0.261458716466961,1.24694773668373
"249","26031","mainRoad",1,8.03220097477045,25119.0338969323,0.124498876850947,0.318847940667182,0.125603802957514,0.63563582417602
"555","54089","mainRoad",0,4.17360826588327,13052.0896865675,0,0.227949740263887,0.0760768291904759,0.537379909498872
"372","39071","lowRisk",1,14.4386090192669,45153.7393696606,0.0692587491402804,0.223784231042479,0.0964069344779552,0.42284971140551
"376","39079","lowRisk",0,10.4475402976992,32672.5040498595,0,0.325052627116339,0.0988886545336745,0.808990498957421
"371","39069","nextAirport",0,8.42688789323591,26353.3349452689,0,0.301798015901677,0.102331036590656,0.726813891186966
"550","54079","nextAirport",3,18.4585509280528,57725.2695626505,0.162526300774818,0.220394421942879,0.0984060256998419,0.405279429302974
"381","39089","nextAirport",15,59.0787735294373,184756.546746831,0.253898297203579,0.262816110280906,0.161340430468443,0.390454236464885
"61","18089","nextAirport",85,156.875957500522,490596.849661363,0.541829362218983,0.539755051206214,0.432660894422829,0.657653215569585
"70","18107","mainRoad",5,11.9734061494457,37444.3313699905,0.417592115192004,0.423559618678657,0.204903559398902,0.741704471094456
"97","18161","lowRisk",0,2.2974956033802,7184.93848954141,0,0.555295856275691,0.185815910326452,1.32628961494484
"16","17193","mainRoad",0,4.37098347872838,13669.3395135381,0,0.319661125404703,0.0963230505016412,0.822832504473077
"40","18047","mainRoad",26,7.56619621135419,23661.7011577301,3.43633700127723,2.47219338610702,1.5796471587401,3.57218826496129
"128","21039","lowRisk",0,1.47926110260904,4626.08068393258,0,0.426902593905403,0.124954557552776,1.0724586013701
"536","54051","lowRisk",4,9.75762117504052,30514.9258365353,0.409935980116935,0.466930987391224,0.217870351609103,0.836514564817421
"295","26123","nextAirport",1,15.352199194894,48010.802167462,0.0651372475894261,0.176181661199611,0.0762749869793043,0.334443789714055
"572","55071","mainRoad",0,24.5529525772245,76784.2400849164,0,0.409956621447341,0.079203961783057,1.24183748800107
"481","42113","nextAirport",0,1.97294174835663,6169.96397491901,0,0.390342143260019,0.131620567940154,0.908684961355235
"190","21163","lowRisk",0,9.06225791631929,28340.3222227358,0,0.543803598052464,0.158376622894983,1.31669718727616
"204","21191","lowRisk",0,4.75126977467903,14858.6056173779,0,0.479866239733524,0.160907124056229,1.17313499533536
"362","39051","nextAirport",2,13.4093344162527,41934.8976445124,0.149149833833357,0.277383846923639,0.121986485543185,0.515918932063458
"366","39059","mainRoad",0,12.2521386469196,38316.0091422742,0,0.280397068045437,0.0866293543932971,0.688914135888272
"180","21143","mainRoad",3,2.64744748233161,8279.34002870694,1.1331669542158,0.545469329774608,0.194234937303396,1.17107411333948
"377","39081","lowRisk",5,20.2963688057825,63472.6618044639,0.246349484868224,0.337256321680947,0.172788315897233,0.567032731456167
"218","21219","lowRisk",0,4.03070576105494,12605.1918967818,0,0.47424228171399,0.131637113062493,1.32498247400819
"5","17033","lowRisk",0,5.98625951277836,18720.778537493,0,0.389326966620045,0.109376023441237,1.08679857442543
"352","39031","lowRisk",4,11.6699956206775,36495.4782000119,0.342759340278809,0.361682783076726,0.165814696634257,0.655637147577225
"353","39033","lowRisk",2,12.7242816330382,39792.5378932059,0.157179796681572,0.257361179670693,0.112035393210752,0.483569660366164
"145","21073","mainRoad",3,15.7353792217481,49209.1178113818,0.190653174462656,0.259805844521503,0.117984860385662,0.473658168736838
"355","39037","nextAirport",3,16.4545887664051,51458.2957126796,0.182319962084073,0.254375644045462,0.119490312193708,0.455421071711723
"286","26105","lowRisk",0,8.93764770037031,27950.6297526198,0,0.314258623105427,0.086718905753798,0.868781395241607
"365","39057","nextAirport",3,55.0132701187076,172042.532455732,0.0545322972716692,0.119648778562545,0.0606843159982121,0.20245923597426
"369","39065","lowRisk",0,9.90580515140559,30978.3403274063,0,0.312208379458252,0.103030481099422,0.748141419282376
"132","21047","mainRoad",3,23.3385624578409,72986.4881774737,0.128542621484046,0.225326346890207,0.106096929872911,0.399605764352332
"149","21081","nextAirport",3,8.37950959336678,26205.1691904366,0.358016178222983,0.392790731098375,0.174325420813119,0.730856863895946
"41","18049","lowRisk",1,6.56294859791163,20524.2534160418,0.152370536669784,0.287732440398336,0.116697093347372,0.57234787979157
"45","18057","nextAirport",83,130.05448949412,406718.300539583,0.638194039458767,0.635415631037499,0.508559360498187,0.775249298758575
"55","18077","lowRisk",0,10.2684266051902,32112.3633203544,0,0.805023734039289,0.277102693256729,1.82553251612023
"80","18127","nextAirport",14,57.2083479499495,178907.180716223,0.244719529608657,0.270387448748878,0.163448636264252,0.405151604751757
"348","39023","nextAirport",7,40.9594294841982,128092.075988174,0.170900817910575,0.205616289316873,0.109138227696595,0.336866268054756
"406","39139","mainRoad",5,37.1685815249298,116236.989357987,0.134522217283067,0.17568118983075,0.0874607074642216,0.300199061375978
"26","18019","nextAirport",20,39.0966267399495,122266.548785474,0.511553084439475,0.4988585568463,0.320300332043205,0.718048541198531
"357","39041","nextAirport",31,85.4410231450984,267198.986095046,0.362823370541279,0.3505083979238,0.243104692801786,0.477156638023437
"350","39027","mainRoad",3,13.4485039421781,42057.3921703016,0.22307313980042,0.237869900706588,0.103497195137163,0.447280199942567
"154","21091","lowRisk",0,2.77209224380017,8669.14053273294,0,0.47692234662097,0.15615706957184,1.15723393000125
"214","21211","nextAirport",3,16.42608689842,51369.1620629747,0.182636316156867,0.26020005324954,0.119575854056419,0.4707660389798
"116","21015","airport",3,50.8448557925237,159006.685732678,0.0590030191498964,0.189543233539269,0.104504711584236,0.303018390471779
"152","21087","lowRisk",0,3.47407202147703,10864.4359300733,0,0.439690062718165,0.14093643537391,1.09345461074615
"33","18033","nextAirport",1,13.5686144847113,42433.0128499568,0.0736994923930346,0.196793191193724,0.0826461898345616,0.379467964563937
"36","18039","nextAirport",12,65.6480580987226,205300.614592344,0.182792916463031,0.197782217120839,0.116940998432995,0.301553483717022
"331","36015","airport",15,27.0426568467943,84570.2711039484,0.554679227155083,0.570568426631767,0.343758342240762,0.856718154924668
"118","21019","nextAirport",4,15.330988936642,47944.4715069532,0.260909457082691,0.29367059910265,0.132107837472883,0.535757035502916
